urn:ogc:def:parameter:x-istsos:1.0:time:iso8601,urn:ogc:def:procedure,urn:ogc:def:property:x-istsos:1.0:acceleration-x,urn:ogc:def:property:x-istsos:1.0:acceleration-y,urn:ogc:def:property:x-istsos:1.0:acceleration-z,urn:ogc:def:property:x-istsos:1.0:air:temperature
2015-03-26T13:16:01.525188+01:00,Node_383,0.010309,0.002063,-0.919682,26.379154
2015-03-26T13:16:01.533000+01:00,Node_383,0.018557,0.014435,-0.919682,26.379154
2015-03-26T13:16:01.540813+01:00,Node_383,0.018557,0.006187,-0.923698,26.379154
2015-03-26T13:16:01.548625+01:00,Node_383,0.014433,0.014435,-0.923698,26.379154
2015-03-26T13:16:01.556438+01:00,Node_383,0.014433,0.002063,-0.927714,26.379154
2015-03-26T13:16:01.564250+01:00,Node_383,0.014433,0.002063,-0.923698,26.379154
2015-03-26T13:16:01.572063+01:00,Node_383,0.018557,-0.002060,-0.923698,26.379154
2015-03-26T13:16:01.579875+01:00,Node_383,0.014433,0.006187,-0.915666,26.379154
2015-03-26T13:16:01.587688+01:00,Node_383,0.010309,0.002063,-0.923698,26.379154
2015-03-26T13:16:01.595500+01:00,Node_383,0.014433,0.006187,-0.923698,26.379154
2015-03-26T13:16:01.603313+01:00,Node_383,0.014433,0.006187,-0.915666,26.379154
2015-03-26T13:16:01.611125+01:00,Node_383,0.018557,-0.002060,-0.919682,26.379154
2015-03-26T13:16:01.618938+01:00,Node_383,0.022680,-0.002060,-0.919682,26.379154
2015-03-26T13:16:01.626750+01:00,Node_383,0.014433,0.006187,-0.923698,26.379154
2015-03-26T13:16:01.634563+01:00,Node_383,0.018557,0.010311,-0.919682,26.379154
2015-03-26T13:16:01.642375+01:00,Node_383,0.014433,0.014435,-0.919682,26.379154
2015-03-26T13:16:01.650188+01:00,Node_383,0.018557,-0.006184,-0.923698,26.379154
2015-03-26T13:16:01.658000+01:00,Node_383,0.018557,0.002063,-0.923698,26.379154
2015-03-26T13:16:01.665813+01:00,Node_383,0.018557,0.010311,-0.927714,26.379154
2015-03-26T13:16:01.673625+01:00,Node_383,0.018557,0.006187,-0.923698,26.379154
2015-03-26T13:16:01.681438+01:00,Node_383,0.018557,0.006187,-0.923698,26.379154
2015-03-26T13:16:01.689250+01:00,Node_383,0.018557,0.002063,-0.919682,26.379154
2015-03-26T13:16:01.697063+01:00,Node_383,0.010309,0.010311,-0.923698,26.379154
2015-03-26T13:16:01.704875+01:00,Node_383,0.006185,0.014435,-0.915666,26.379154
2015-03-26T13:16:01.712688+01:00,Node_383,0.010309,0.014435,-0.927714,26.379154
2015-03-26T13:16:01.720500+01:00,Node_383,0.014433,0.014435,-0.923698,26.379154
2015-03-26T13:16:01.728313+01:00,Node_383,0.014433,0.006187,-0.923698,26.379154
2015-03-26T13:16:01.736125+01:00,Node_383,0.010309,0.010311,-0.923698,26.379154
2015-03-26T13:16:01.743938+01:00,Node_383,0.018557,0.006187,-0.923698,26.379154
2015-03-26T13:16:01.751750+01:00,Node_383,0.018557,0.006187,-0.919682,26.379154
2015-03-26T13:16:01.759563+01:00,Node_383,0.022680,0.002063,-0.919682,26.379154
2015-03-26T13:16:01.767375+01:00,Node_383,0.022680,0.002063,-0.923698,26.379154
2015-03-26T13:16:01.775188+01:00,Node_383,0.014433,0.002063,-0.927714,26.379154
2015-03-26T13:16:01.783000+01:00,Node_383,0.010309,-0.002060,-0.919682,26.379154
2015-03-26T13:16:01.790813+01:00,Node_383,0.006185,0.014435,-0.919682,26.379154
2015-03-26T13:16:01.798625+01:00,Node_383,0.018557,0.014435,-0.923698,26.379154
2015-03-26T13:16:01.806438+01:00,Node_383,0.014433,-0.002060,-0.919682,26.379154
2015-03-26T13:16:01.814250+01:00,Node_383,0.018557,0.010311,-0.923698,26.379154
2015-03-26T13:16:01.822063+01:00,Node_383,0.010309,0.006187,-0.923698,26.379154
2015-03-26T13:16:01.829875+01:00,Node_383,0.014433,0.002063,-0.923698,26.379154
2015-03-26T13:16:01.837688+01:00,Node_383,0.014433,0.006187,-0.915666,26.379154
2015-03-26T13:16:01.845500+01:00,Node_383,0.018557,0.002063,-0.927714,26.379154
2015-03-26T13:16:01.853313+01:00,Node_383,0.018557,0.010311,-0.923698,26.379154
2015-03-26T13:16:01.861125+01:00,Node_383,0.014433,0.006187,-0.923698,26.379154
2015-03-26T13:16:01.868938+01:00,Node_383,0.022680,0.006187,-0.919682,26.379154
2015-03-26T13:16:01.876750+01:00,Node_383,0.014433,-0.002060,-0.923698,26.379154
2015-03-26T13:16:01.884563+01:00,Node_383,0.018557,0.006187,-0.923698,26.379154
2015-03-26T13:16:01.892375+01:00,Node_383,0.018557,0.002063,-0.923698,26.379154
2015-03-26T13:16:01.900188+01:00,Node_383,0.018557,0.010311,-0.919682,26.379154
2015-03-26T13:16:01.908000+01:00,Node_383,0.014433,0.014435,-0.923698,26.379154
2015-03-26T13:16:01.915813+01:00,Node_383,0.018557,0.002063,-0.915666,26.379154
2015-03-26T13:16:01.923625+01:00,Node_383,0.010309,0.022682,-0.919682,26.379154
2015-03-26T13:16:01.931438+01:00,Node_383,0.018557,0.006187,-0.915666,26.379154
2015-03-26T13:16:01.939250+01:00,Node_383,0.018557,0.010311,-0.919682,26.379154
2015-03-26T13:16:01.947063+01:00,Node_383,0.018557,0.002063,-0.927714,26.379154
2015-03-26T13:16:01.954875+01:00,Node_383,0.018557,0.010311,-0.923698,26.379154
2015-03-26T13:16:01.962688+01:00,Node_383,0.022680,0.002063,-0.915666,26.379154
2015-03-26T13:16:01.970500+01:00,Node_383,0.014433,0.018558,-0.923698,26.379154
2015-03-26T13:16:01.978313+01:00,Node_383,0.014433,0.014435,-0.927714,26.379154
2015-03-26T13:16:01.986125+01:00,Node_383,0.018557,0.006187,-0.923698,26.379154
2015-03-26T13:16:01.993938+01:00,Node_383,0.010309,0.010311,-0.919682,26.379154
2015-03-26T13:16:02.001750+01:00,Node_383,0.014433,0.006187,-0.923698,26.379154
2015-03-26T13:16:02.009563+01:00,Node_383,0.010309,0.002063,-0.923698,26.379154
2015-03-26T13:16:02.017375+01:00,Node_383,0.018557,0.014435,-0.927714,26.379154
2015-03-26T13:16:02.025188+01:00,Node_383,0.018557,0.006187,-0.923698,26.379154
2015-03-26T13:16:02.033000+01:00,Node_383,0.014433,-0.002060,-0.919682,26.379154
2015-03-26T13:16:02.040813+01:00,Node_383,0.014433,0.002063,-0.919682,26.379154
2015-03-26T13:16:02.048625+01:00,Node_383,0.014433,0.014435,-0.923698,26.379154
2015-03-26T13:16:02.056438+01:00,Node_383,0.018557,0.014435,-0.915666,26.379154
2015-03-26T13:16:02.064250+01:00,Node_383,0.018557,0.006187,-0.923698,26.379154
2015-03-26T13:16:02.072063+01:00,Node_383,0.010309,0.010311,-0.919682,26.379154
2015-03-26T13:16:02.079875+01:00,Node_383,0.010309,0.014435,-0.919682,26.379154
2015-03-26T13:16:02.087688+01:00,Node_383,0.018557,-0.002060,-0.923698,26.379154
2015-03-26T13:16:02.095500+01:00,Node_383,0.014433,-0.002060,-0.923698,26.379154
2015-03-26T13:16:02.103313+01:00,Node_383,0.018557,0.006187,-0.919682,26.379154
2015-03-26T13:16:02.111125+01:00,Node_383,0.018557,0.006187,-0.923698,26.379154
2015-03-26T13:16:02.118938+01:00,Node_383,0.014433,0.010311,-0.923698,26.379154
2015-03-26T13:16:02.126750+01:00,Node_383,0.010309,0.014435,-0.919682,26.379154
2015-03-26T13:16:02.134563+01:00,Node_383,0.014433,0.006187,-0.915666,26.379154
2015-03-26T13:16:02.142375+01:00,Node_383,0.006185,0.014435,-0.923698,26.379154
2015-03-26T13:16:02.150188+01:00,Node_383,0.018557,0.010311,-0.927714,26.379154
2015-03-26T13:16:02.158000+01:00,Node_383,0.018557,0.006187,-0.919682,26.379154
2015-03-26T13:16:02.165813+01:00,Node_383,0.014433,0.010311,-0.919682,26.379154
2015-03-26T13:16:02.173625+01:00,Node_383,0.010309,0.010311,-0.923698,26.379154
2015-03-26T13:16:02.181438+01:00,Node_383,0.014433,0.002063,-0.919682,26.379154
2015-03-26T13:16:02.189250+01:00,Node_383,0.014433,0.006187,-0.927714,26.379154
2015-03-26T13:16:02.197063+01:00,Node_383,0.014433,0.006187,-0.927714,26.379154
2015-03-26T13:16:02.204875+01:00,Node_383,0.018557,0.010311,-0.931730,26.379154
2015-03-26T13:16:02.212688+01:00,Node_383,0.010309,0.010311,-0.919682,26.379154
2015-03-26T13:16:02.220500+01:00,Node_383,0.010309,0.010311,-0.919682,26.379154
2015-03-26T13:16:02.228313+01:00,Node_383,0.022680,0.006187,-0.919682,26.379154
2015-03-26T13:16:02.236125+01:00,Node_383,0.010309,0.022682,-0.919682,26.379154
2015-03-26T13:16:02.243938+01:00,Node_383,0.022680,0.002063,-0.923698,26.379154
2015-03-26T13:16:02.251750+01:00,Node_383,0.014433,0.010311,-0.915666,26.379154
2015-03-26T13:16:02.259562+01:00,Node_383,0.014433,0.010311,-0.927714,26.379154
2015-03-26T13:16:02.267375+01:00,Node_383,0.018557,0.002063,-0.923698,26.379154
2015-03-26T13:16:02.275188+01:00,Node_383,0.014433,-0.002060,-0.919682,26.379154
2015-03-26T13:16:02.283000+01:00,Node_383,0.022680,0.002063,-0.927714,26.379154
2015-03-26T13:16:02.290813+01:00,Node_383,0.014433,0.002063,-0.923698,26.379154
2015-03-26T13:16:02.298625+01:00,Node_383,0.026804,0.002063,-0.923698,26.379154
2015-03-26T13:16:02.306438+01:00,Node_383,0.002062,0.014435,-0.919682,26.379154
2015-03-26T13:16:02.314250+01:00,Node_383,0.018557,0.006187,-0.927714,26.379154
2015-03-26T13:16:02.322063+01:00,Node_383,0.018557,0.010311,-0.915666,26.379154
2015-03-26T13:16:02.329875+01:00,Node_383,0.010309,0.010311,-0.923698,26.379154
2015-03-26T13:16:02.337688+01:00,Node_383,0.018557,0.006187,-0.919682,26.379154
2015-03-26T13:16:02.345500+01:00,Node_383,0.010309,0.002063,-0.915666,26.379154
2015-03-26T13:16:02.353313+01:00,Node_383,0.010309,0.006187,-0.919682,26.379154
2015-03-26T13:16:02.361125+01:00,Node_383,0.022680,0.002063,-0.923698,26.379154
2015-03-26T13:16:02.368938+01:00,Node_383,0.022680,0.010311,-0.923698,26.379154
2015-03-26T13:16:02.376750+01:00,Node_383,0.010309,0.010311,-0.919682,26.379154
2015-03-26T13:16:02.384563+01:00,Node_383,0.010309,0.014435,-0.919682,26.379154
2015-03-26T13:16:02.392375+01:00,Node_383,0.018557,0.010311,-0.923698,26.379154
2015-03-26T13:16:02.400188+01:00,Node_383,0.006185,0.002063,-0.923698,26.379154
2015-03-26T13:16:02.408000+01:00,Node_383,0.014433,0.006187,-0.927714,26.379154
2015-03-26T13:16:02.415813+01:00,Node_383,0.022680,0.010311,-0.919682,26.379154
2015-03-26T13:16:02.423625+01:00,Node_383,0.018557,0.010311,-0.915666,26.379154
2015-03-26T13:16:02.431438+01:00,Node_383,0.018557,0.002063,-0.923698,26.379154
2015-03-26T13:16:02.439250+01:00,Node_383,0.010309,-0.002060,-0.927714,26.379154
2015-03-26T13:16:02.447063+01:00,Node_383,0.014433,0.014435,-0.927714,26.379154
2015-03-26T13:16:02.454875+01:00,Node_383,0.010309,0.006187,-0.919682,26.379154
2015-03-26T13:16:02.462688+01:00,Node_383,0.010309,0.010311,-0.919682,26.379154
2015-03-26T13:16:02.470500+01:00,Node_383,0.022680,0.010311,-0.923698,26.379154
2015-03-26T13:16:02.478313+01:00,Node_383,0.018557,0.010311,-0.931730,26.379154
2015-03-26T13:16:02.486125+01:00,Node_383,0.018557,0.010311,-0.915666,26.379154
2015-03-26T13:16:02.493938+01:00,Node_383,0.014433,0.006187,-0.923698,26.379154
2015-03-26T13:16:02.501750+01:00,Node_383,0.002062,0.018558,-0.927714,26.379154
2015-03-26T13:16:02.509563+01:00,Node_383,0.010309,0.014435,-0.923698,26.379154
2015-03-26T13:16:02.517375+01:00,Node_383,0.010309,0.010311,-0.923698,26.379154
2015-03-26T13:16:02.525188+01:00,Node_383,0.018557,0.010311,-0.919682,26.379154
2015-03-26T13:16:02.533000+01:00,Node_383,0.014433,0.006187,-0.923698,26.379154
2015-03-26T13:16:02.540813+01:00,Node_383,0.014433,0.002063,-0.919682,26.379154
2015-03-26T13:16:02.548625+01:00,Node_383,0.022680,0.014435,-0.923698,26.379154
2015-03-26T13:16:02.556438+01:00,Node_383,0.014433,0.006187,-0.923698,26.379154
2015-03-26T13:16:02.564250+01:00,Node_383,0.010309,0.002063,-0.915666,26.379154
2015-03-26T13:16:02.572063+01:00,Node_383,0.026804,0.002063,-0.927714,26.379154
2015-03-26T13:16:02.579875+01:00,Node_383,0.022680,-0.002060,-0.927714,26.379154
2015-03-26T13:16:02.587688+01:00,Node_383,0.010309,0.010311,-0.915666,26.379154
2015-03-26T13:16:02.595500+01:00,Node_383,0.022680,0.006187,-0.923698,26.379154
2015-03-26T13:16:02.603313+01:00,Node_383,0.018557,0.006187,-0.923698,26.379154
2015-03-26T13:16:02.611125+01:00,Node_383,0.014433,0.006187,-0.923698,26.379154
2015-03-26T13:16:02.618938+01:00,Node_383,0.014433,0.006187,-0.923698,26.379154
2015-03-26T13:16:02.626750+01:00,Node_383,0.010309,0.006187,-0.923698,26.379154
2015-03-26T13:16:02.634563+01:00,Node_383,0.018557,0.014435,-0.919682,26.379154
2015-03-26T13:16:02.642375+01:00,Node_383,0.014433,0.014435,-0.919682,26.379154
2015-03-26T13:16:02.650188+01:00,Node_383,0.018557,0.010311,-0.915666,26.379154
2015-03-26T13:16:02.658000+01:00,Node_383,0.006185,0.014435,-0.915666,26.379154
2015-03-26T13:16:02.665813+01:00,Node_383,0.018557,0.006187,-0.923698,26.379154
2015-03-26T13:16:02.673625+01:00,Node_383,0.018557,0.002063,-0.923698,26.379154
2015-03-26T13:16:02.681438+01:00,Node_383,0.018557,-0.002060,-0.923698,26.379154
2015-03-26T13:16:02.689250+01:00,Node_383,0.022680,0.006187,-0.919682,26.379154
2015-03-26T13:16:02.697063+01:00,Node_383,0.018557,0.006187,-0.927714,26.379154
2015-03-26T13:16:02.704875+01:00,Node_383,0.010309,0.010311,-0.923698,26.379154
2015-03-26T13:16:02.712688+01:00,Node_383,0.010309,0.006187,-0.923698,26.379154
2015-03-26T13:16:02.720500+01:00,Node_383,0.018557,0.006187,-0.911649,26.379154
2015-03-26T13:16:02.728313+01:00,Node_383,0.022680,-0.006184,-0.919682,26.379154
2015-03-26T13:16:02.736125+01:00,Node_383,0.010309,0.006187,-0.923698,26.379154
2015-03-26T13:16:02.743938+01:00,Node_383,0.014433,0.006187,-0.927714,26.379154
2015-03-26T13:16:02.751750+01:00,Node_383,0.006185,0.014435,-0.919682,26.379154
2015-03-26T13:16:02.759563+01:00,Node_383,0.014433,0.010311,-0.923698,26.379154
2015-03-26T13:16:02.767375+01:00,Node_383,0.006185,0.002063,-0.919682,26.379154
2015-03-26T13:16:02.775188+01:00,Node_383,0.010309,0.018558,-0.919682,26.379154
2015-03-26T13:16:02.783000+01:00,Node_383,0.010309,0.010311,-0.923698,26.379154
2015-03-26T13:16:02.790813+01:00,Node_383,0.010309,0.014435,-0.911649,26.379154
2015-03-26T13:16:02.798625+01:00,Node_383,0.010309,0.006187,-0.923698,26.379154
2015-03-26T13:16:02.806438+01:00,Node_383,0.014433,-0.002060,-0.923698,26.379154
2015-03-26T13:16:02.814250+01:00,Node_383,0.010309,0.010311,-0.919682,26.379154
2015-03-26T13:16:02.822063+01:00,Node_383,0.018557,0.006187,-0.927714,26.379154
2015-03-26T13:16:02.829875+01:00,Node_383,0.014433,0.006187,-0.923698,26.379154
2015-03-26T13:16:02.837688+01:00,Node_383,0.006185,0.010311,-0.923698,26.379154
2015-03-26T13:16:02.845500+01:00,Node_383,0.010309,0.014435,-0.915666,26.379154
2015-03-26T13:16:02.853313+01:00,Node_383,0.018557,0.010311,-0.919682,26.379154
2015-03-26T13:16:02.861125+01:00,Node_383,0.018557,0.006187,-0.923698,26.379154
2015-03-26T13:16:02.868938+01:00,Node_383,0.010309,0.006187,-0.919682,26.379154
2015-03-26T13:16:02.876750+01:00,Node_383,0.030928,-0.002060,-0.923698,26.379154
2015-03-26T13:16:02.884563+01:00,Node_383,0.018557,0.006187,-0.923698,26.379154
2015-03-26T13:16:02.892375+01:00,Node_383,0.010309,0.010311,-0.919682,26.379154
2015-03-26T13:16:02.900188+01:00,Node_383,0.014433,0.010311,-0.923698,26.379154
2015-03-26T13:16:02.908000+01:00,Node_383,0.022680,-0.002060,-0.923698,26.379154
2015-03-26T13:16:02.915813+01:00,Node_383,0.010309,0.014435,-0.915666,26.379154
2015-03-26T13:16:02.923625+01:00,Node_383,0.006185,0.002063,-0.923698,26.379154
2015-03-26T13:16:02.931438+01:00,Node_383,0.022680,0.006187,-0.919682,26.379154
2015-03-26T13:16:02.939250+01:00,Node_383,0.018557,0.006187,-0.923698,26.379154
2015-03-26T13:16:02.947063+01:00,Node_383,0.006185,0.014435,-0.923698,26.379154
2015-03-26T13:16:02.954875+01:00,Node_383,0.022680,0.006187,-0.923698,26.379154
2015-03-26T13:16:02.962688+01:00,Node_383,0.014433,0.014435,-0.919682,26.379154
2015-03-26T13:16:02.970500+01:00,Node_383,0.018557,0.002063,-0.919682,26.379154
2015-03-26T13:16:02.978313+01:00,Node_383,0.006185,0.010311,-0.927714,26.379154
2015-03-26T13:16:02.986125+01:00,Node_383,0.006185,0.018558,-0.919682,26.379154
2015-03-26T13:16:02.993938+01:00,Node_383,0.018557,0.006187,-0.915666,26.379154
2015-03-26T13:16:03.001750+01:00,Node_383,0.014433,-0.002060,-0.931730,26.379154
2015-03-26T13:16:03.009563+01:00,Node_383,0.018557,0.010311,-0.919682,26.379154
2015-03-26T13:16:03.017375+01:00,Node_383,0.018557,0.010311,-0.923698,26.379154
2015-03-26T13:16:03.025188+01:00,Node_383,0.002062,0.010311,-0.923698,26.379154
2015-03-26T13:16:03.033000+01:00,Node_383,0.014433,0.006187,-0.919682,26.379154
2015-03-26T13:16:03.040813+01:00,Node_383,0.006185,0.014435,-0.927714,26.379154
2015-03-26T13:16:03.048625+01:00,Node_383,0.014433,0.010311,-0.915666,26.379154
2015-03-26T13:16:03.056438+01:00,Node_383,0.014433,0.014435,-0.919682,26.379154
2015-03-26T13:16:03.064250+01:00,Node_383,0.014433,0.006187,-0.923698,26.379154
2015-03-26T13:16:03.072063+01:00,Node_383,-0.002062,0.022682,-0.919682,26.379154
2015-03-26T13:16:03.079875+01:00,Node_383,0.014433,0.010311,-0.923698,26.379154
2015-03-26T13:16:03.087688+01:00,Node_383,0.014433,0.006187,-0.919682,26.379154
2015-03-26T13:16:03.095500+01:00,Node_383,0.018557,0.006187,-0.923698,26.379154
2015-03-26T13:16:03.103313+01:00,Node_383,0.014433,-0.002060,-0.923698,26.379154
2015-03-26T13:16:03.111125+01:00,Node_383,0.014433,0.018558,-0.923698,26.379154
2015-03-26T13:16:03.118938+01:00,Node_383,0.018557,0.002063,-0.915666,26.379154
2015-03-26T13:16:03.126750+01:00,Node_383,0.018557,0.006187,-0.919682,26.379154
2015-03-26T13:16:03.134563+01:00,Node_383,0.022680,0.010311,-0.919682,26.379154
2015-03-26T13:16:03.142375+01:00,Node_383,0.018557,0.002063,-0.923698,26.379154
2015-03-26T13:16:03.150188+01:00,Node_383,0.022680,0.014435,-0.919682,26.379154
2015-03-26T13:16:03.158000+01:00,Node_383,0.026804,0.002063,-0.931730,26.379154
2015-03-26T13:16:03.165813+01:00,Node_383,0.014433,0.022682,-0.911649,26.379154
2015-03-26T13:16:03.173625+01:00,Node_383,0.014433,-0.006184,-0.919682,26.379154
2015-03-26T13:16:03.181438+01:00,Node_383,0.006185,0.010311,-0.919682,26.379154
2015-03-26T13:16:03.189250+01:00,Node_383,0.018557,0.006187,-0.927714,26.379154
2015-03-26T13:16:03.197063+01:00,Node_383,0.014433,0.006187,-0.923698,26.379154
2015-03-26T13:16:03.204875+01:00,Node_383,0.026804,-0.002060,-0.915666,26.379154
2015-03-26T13:16:03.212688+01:00,Node_383,0.006185,0.006187,-0.923698,26.379154
2015-03-26T13:16:03.220500+01:00,Node_383,0.030928,-0.002060,-0.923698,26.379154
2015-03-26T13:16:03.228313+01:00,Node_383,0.022680,0.002063,-0.919682,26.379154
2015-03-26T13:16:03.236125+01:00,Node_383,0.022680,0.006187,-0.923698,26.379154
2015-03-26T13:16:03.243938+01:00,Node_383,0.010309,0.014435,-0.923698,26.379154
2015-03-26T13:16:03.251750+01:00,Node_383,0.014433,0.006187,-0.919682,26.379154
2015-03-26T13:16:03.259562+01:00,Node_383,0.022680,-0.002060,-0.923698,26.379154
2015-03-26T13:16:03.267375+01:00,Node_383,0.018557,0.006187,-0.919682,26.379154
2015-03-26T13:16:03.275188+01:00,Node_383,0.014433,0.002063,-0.923698,26.379154
2015-03-26T13:16:03.283000+01:00,Node_383,0.018557,0.006187,-0.919682,26.379154
2015-03-26T13:16:03.290813+01:00,Node_383,0.018557,0.010311,-0.919682,26.379154
2015-03-26T13:16:03.298625+01:00,Node_383,0.022680,0.010311,-0.923698,26.379154
2015-03-26T13:16:03.306438+01:00,Node_383,0.022680,0.002063,-0.919682,26.379154
2015-03-26T13:16:03.314250+01:00,Node_383,0.014433,0.002063,-0.923698,26.379154
2015-03-26T13:16:03.322063+01:00,Node_383,0.014433,0.002063,-0.919682,26.379154
2015-03-26T13:16:03.329875+01:00,Node_383,0.014433,0.006187,-0.923698,26.379154
2015-03-26T13:16:03.337688+01:00,Node_383,0.014433,0.006187,-0.919682,26.379154
2015-03-26T13:16:03.345500+01:00,Node_383,-0.002062,0.018558,-0.919682,26.379154
2015-03-26T13:16:03.353313+01:00,Node_383,0.014433,-0.006184,-0.927714,26.379154
2015-03-26T13:16:03.361125+01:00,Node_383,0.014433,0.002063,-0.923698,26.379154
2015-03-26T13:16:03.368938+01:00,Node_383,0.018557,0.002063,-0.923698,26.379154
2015-03-26T13:16:03.376750+01:00,Node_383,0.022680,0.002063,-0.923698,26.379154
2015-03-26T13:16:03.384563+01:00,Node_383,0.010309,0.006187,-0.927714,26.379154
2015-03-26T13:16:03.392375+01:00,Node_383,0.014433,0.010311,-0.919682,26.379154
2015-03-26T13:16:03.400188+01:00,Node_383,0.014433,0.006187,-0.919682,26.379154
2015-03-26T13:16:03.408000+01:00,Node_383,0.018557,0.006187,-0.919682,26.379154
2015-03-26T13:16:03.415813+01:00,Node_383,0.018557,0.010311,-0.923698,26.379154
2015-03-26T13:16:03.423625+01:00,Node_383,0.014433,0.006187,-0.923698,26.379154
2015-03-26T13:16:03.431438+01:00,Node_383,0.014433,0.006187,-0.919682,26.379154
2015-03-26T13:16:03.439250+01:00,Node_383,0.018557,-0.006184,-0.919682,26.379154
2015-03-26T13:16:03.447063+01:00,Node_383,0.014433,-0.002060,-0.923698,26.379154
2015-03-26T13:16:03.454875+01:00,Node_383,0.006185,0.006187,-0.923698,26.379154
2015-03-26T13:16:03.462688+01:00,Node_383,0.014433,0.010311,-0.919682,26.379154
2015-03-26T13:16:03.470500+01:00,Node_383,0.018557,0.006187,-0.919682,26.379154
2015-03-26T13:16:03.478313+01:00,Node_383,0.018557,0.006187,-0.919682,26.379154
2015-03-26T13:16:03.486125+01:00,Node_383,0.014433,0.002063,-0.923698,26.379154
2015-03-26T13:16:03.493938+01:00,Node_383,0.022680,0.010311,-0.923698,26.379154
2015-03-26T13:16:03.501750+01:00,Node_383,0.022680,0.002063,-0.919682,26.379154
2015-03-26T13:16:03.509563+01:00,Node_383,0.022680,0.010311,-0.923698,26.379154
2015-03-26T13:16:03.517375+01:00,Node_383,0.022680,0.002063,-0.923698,26.379154
2015-03-26T13:16:03.525188+01:00,Node_383,0.014433,0.014435,-0.923698,26.379154
2015-03-26T13:16:03.533000+01:00,Node_383,0.014433,0.010311,-0.927714,26.379154
2015-03-26T13:16:03.540813+01:00,Node_383,0.018557,0.006187,-0.923698,26.379154
